Probability,Num Builders,Num Searchers,Avg Bid,Avg Rebate,Avg Reward Builders,Avg Reward Searchers,Avg Reward Proposers
0.0,1,9,0.1095152267899169,0.05800645161290321,0.18862497945890266,0.09092115537274656,0.0
0.0,2,8,0.1895512726772978,0.7193322580645161,0.02808233369991393,0.09083638007194371,0.19563324146177236
0.0,3,7,0.19598649694229106,0.7333483870967743,0.020362054936493026,0.09029352958066592,0.2240529864833715
0.0,4,6,0.18666498635434098,0.7359467741935484,0.01623998476709868,0.0934562071127387,0.22358343639646744
0.0,5,5,0.20760611809266924,0.7646877419354838,0.012835303590877572,0.09411137388817452,0.23444548603350227
0.0,6,4,0.21379927147521977,0.7552204301075268,0.01105083066478558,0.09672784409848172,0.23276214898783398
0.0,7,3,0.22904087601652404,0.6944460829493087,0.010554604159693524,0.09935138099173058,0.22752200926384472
0.0,8,2,0.2329927415602901,0.6320451612903225,0.00910287444522803,0.10778331585598522,0.21887818852519975
0.0,9,1,0.1926875583115675,0.5113512544802867,0.009334708533769779,0.1308264439801393,0.202331714346891
0.1,1,9,0.19712530437533,0.051077419354838706,0.22576903320259048,0.06389890005052909,0.0
0.1,2,8,0.3358315918016205,0.7169548387096774,0.03531222677974537,0.06477944036536974,0.25794217632805977
0.1,3,7,0.30942290272726997,0.7899526881720431,0.01671372305438639,0.06667251407564892,0.26948217440179767
0.1,4,6,0.2946400220859726,0.772575806451613,0.016021710907674097,0.07120416990198909,0.26448592773265367
0.1,5,5,0.290310406247259,0.7648916129032258,0.012991703762511544,0.07554358517986741,0.2577985058846292
0.1,6,4,0.3018210371632083,0.7726290322580646,0.01217093547910377,0.08039200807782816,0.2545067090641867
0.1,7,3,0.2694178808016504,0.7168313364055299,0.00988368243899998,0.08805826120199498,0.2334099930753791
0.1,8,2,0.24305052856215092,0.6529959677419355,0.00891115649962052,0.10282699917877298,0.21752714690376726
0.1,9,1,0.2010214241744747,0.5855519713261649,0.008301494402347903,0.12621576603451684,0.20157298201201135
0.2,1,9,0.2985492605195398,0.050380645161290316,0.2672672470164583,0.0476535602537251,0.0
0.2,2,8,0.39238416963661693,0.7114774193548387,0.035729456492051614,0.05228023742269096,0.25701558016500453
0.2,3,7,0.39055839428287753,0.7665462365591398,0.01776403105374471,0.05225056366979952,0.28514819863966545
0.2,4,6,0.37627901192582147,0.7653161290322581,0.015558634332441973,0.057190670260997924,0.27912850509390263
0.2,5,5,0.36445470574225525,0.7842180645161291,0.012509872692762884,0.06238060835667346,0.26715759713412807
0.2,6,4,0.3743448260578772,0.7629279569892473,0.010709905837115976,0.06616155533126367,0.26112711603359295
0.2,7,3,0.3312530902420031,0.7265364055299539,0.00969338017459825,0.07671970949135706,0.2392924005047518
0.2,8,2,0.25038467285240995,0.624583064516129,0.009740629941420382,0.09158428335956817,0.21221495300322407
0.2,9,1,0.1996704003076098,0.5868903225806452,0.009495158972169706,0.11730122269328783,0.19920164085177575
0.3,1,9,0.3452044132880087,0.024774193548387093,0.2718235689666522,0.037242489181625864,0.0
0.3,2,8,0.495208952199393,0.7071258064516129,0.03700272621013374,0.0408586458356124,0.2764511321630293
0.3,3,7,0.4089363390039102,0.7461118279569893,0.019868735777268692,0.044774615831223205,0.2721464253517051
0.3,4,6,0.45381152053064405,0.7913870967741936,0.012519159780348343,0.04666916881602166,0.2836999758019066
0.3,5,5,0.4217166862096843,0.7680335483870968,0.01238981428626743,0.05219265504743292,0.2712167740409298
0.3,6,4,0.39453579129439403,0.7402268817204302,0.01200647100930111,0.05996519812780667,0.25434168194179263
0.3,7,3,0.36287738229232835,0.7268709677419355,0.009640598118484403,0.07023761270503147,0.237326744244364
0.3,8,2,0.2788680110038267,0.6520193548387097,0.007836447520078147,0.08391028467706756,0.2117697137820413
0.3,9,1,0.2128448354620768,0.597778494623656,0.00819200025403518,0.10340161527962768,0.19648712930726533
0.4,1,9,0.43024317269056683,0.04679354838709676,0.2844189465800996,0.029889214442849837,0.0
0.4,2,8,0.4873356321166427,0.6750129032258064,0.03561026186410478,0.03637822935010501,0.2526339093149841
0.4,3,7,0.488662376036903,0.7701591397849462,0.01708204464155822,0.03744809225616462,0.28150240232989493
0.4,4,6,0.46259538287992436,0.7279870967741935,0.016936865158290085,0.04148418341181467,0.26828633133903335
0.4,5,5,0.49411622011181794,0.7842529032258064,0.009848158998690824,0.04484263595425897,0.27205225590554366
0.4,6,4,0.4589699243359888,0.6905387096774194,0.012053975368146086,0.048888267152991625,0.25670970657752024
0.4,7,3,0.384592602783133,0.6940396313364054,0.010929933108510084,0.06145031882874156,0.23383779360248846
0.4,8,2,0.3841376009411602,0.6961806451612904,0.008717320619281557,0.0746945587796396,0.21974601223278922
0.4,9,1,0.25490526047228207,0.5928107526881721,0.0066785041715673125,0.09044877025467955,0.19963217822427975
0.5,1,9,0.4685066065365504,0.03426451612903225,0.27794518571068483,0.025177724156224584,0.0
0.5,2,8,0.5491616612947287,0.5854,0.04714403919506825,0.03104152658851264,0.24518821055105056
0.5,3,7,0.5172762323614123,0.7331440860215055,0.01861416855739591,0.03135257306156969,0.2672665411892886
0.5,4,6,0.5294355959957564,0.7056435483870966,0.015636156004354283,0.03335350438116389,0.2695976047417261
0.5,5,5,0.5233920869846713,0.7195032258064517,0.014305322769410211,0.03751784254735817,0.2665878925885591
0.5,6,4,0.4314506366955297,0.665089247311828,0.012668678628316216,0.04602719169573469,0.2358077714920785
0.5,7,3,0.4305589215171565,0.6623815668202765,0.011399944983236677,0.05348253876472907,0.2337046881613969
0.5,8,2,0.37511404166045514,0.6191564516129032,0.009259919533902438,0.06194038612211019,0.2151113261860193
0.5,9,1,0.3099166999384769,0.5346860215053764,0.008880767140262065,0.07299684670621878,0.20205862348038908
0.6,1,9,0.4946526828288609,0.025645161290322578,0.2705462948194227,0.02104658846909155,0.0
0.6,2,8,0.553599087633972,0.6032870967741936,0.04422134850926155,0.027871551186878653,0.2262552395538037
0.6,3,7,0.5457466152553467,0.6956903225806451,0.018893143330380995,0.027032499085378987,0.2583645442095452
0.6,4,6,0.549563046460914,0.7457387096774194,0.014743152980189893,0.02980840019842791,0.25983172486321593
0.6,5,5,0.549725143930087,0.7168748387096774,0.010745022295592379,0.033103477634128395,0.2561262987101505
0.6,6,4,0.5307728494831089,0.7088677419354839,0.009970812248556596,0.03877989678626868,0.2436756991298691
0.6,7,3,0.5131920769325831,0.6951751152073733,0.01143581434378711,0.045366324793220635,0.23266557011102923
0.6,8,2,0.40142570978724096,0.6096862903225807,0.009975107890846376,0.05332602486407686,0.21082700552168285
0.6,9,1,0.28471520091759606,0.5335096774193548,0.009037297419688067,0.06310310905683195,0.1976469214794979
0.7,1,9,0.5616646253917168,0.026896774193548377,0.26929263632829026,0.01661063401044426,0.0
0.7,2,8,0.5936196321733372,0.6007903225806451,0.03858405745020595,0.02343737815363195,0.2245853802782153
0.7,3,7,0.5476188968994008,0.6707462365591398,0.020200999168501585,0.023231716503487217,0.24289768423052585
0.7,4,6,0.5669772339548378,0.6982532258064517,0.015177721240720124,0.025070622696013935,0.24197768614634238
0.7,5,5,0.5751825342485243,0.6617987096774194,0.01262129457147576,0.027681420322248136,0.24559075541088887
0.7,6,4,0.5542625226483606,0.644583870967742,0.01205363356155081,0.03079689867020862,0.23303635760319857
0.7,7,3,0.4929107395286447,0.6487142857142857,0.010664814171161888,0.03851700779121099,0.21907890448322523
0.7,8,2,0.43810643246194153,0.6181887096774193,0.008557521580433648,0.04457106785838203,0.20658592375733317
0.7,9,1,0.3206990564778072,0.5344021505376344,0.008632951988543552,0.050746836739201516,0.19442382064771146
0.8,1,9,0.6189630996304436,0.0260516129032258,0.2619069931780481,0.012976642509427965,0.0
0.8,2,8,0.6332092062796771,0.5927612903225807,0.03557846774369945,0.019012695355608948,0.2176100309174164
0.8,3,7,0.5946283109923849,0.6610881720430107,0.017421689227950586,0.018901932848683578,0.2317258462218585
0.8,4,6,0.5838993933319914,0.6841758064516129,0.01371536943424893,0.021490463739737932,0.22724945368832392
0.8,5,5,0.575946951009672,0.6497045161290322,0.012489442294009374,0.022250836634146433,0.22486013083503814
0.8,6,4,0.5509656764534226,0.6148204301075268,0.01157366051855263,0.026119624874462326,0.21751118845092635
0.8,7,3,0.5417612858320041,0.5860055299539171,0.011457509072617462,0.027360797112641982,0.21273039259194423
0.8,8,2,0.4860073912784159,0.6171040322580644,0.009840017592922898,0.03481765904766289,0.20230969460583612
0.8,9,1,0.447390026535288,0.5573548387096774,0.007446658092689034,0.037994782103816294,0.19928492419436156
0.9,1,9,0.6678274012921908,0.025103225806451607,0.24999520015776827,0.010205353476607618,0.0
0.9,2,8,0.6783019666652201,0.5656677419354839,0.031892904979487054,0.014088151703427112,0.2082766215983974
0.9,3,7,0.6461840869714386,0.5795548387096774,0.019857829346104774,0.013948167671288213,0.2206905678184571
0.9,4,6,0.6361860129907937,0.5976516129032258,0.015372930704713229,0.014429282641894105,0.21716493269164383
0.9,5,5,0.6098700551315555,0.5746787096774193,0.013109379009392982,0.01544549223083288,0.20913596679753788
0.9,6,4,0.5895692180415668,0.5584451612903225,0.011873798957790218,0.01641671791550242,0.20977587603309478
0.9,7,3,0.5828774321282761,0.5454110599078341,0.00969552137190997,0.01789032508642506,0.20208050663633834
0.9,8,2,0.6368023299502503,0.5370782258064516,0.008751987434911682,0.018459874348926524,0.20548552123448452
0.9,9,1,0.5031682889815026,0.5183612903225806,0.008512020664994647,0.020341654665844363,0.19485519866066756
1.0,1,9,0.760583729674698,0.03563225806451613,0.22941026816183233,0.006343280599879347,0.0
1.0,2,8,0.6879997266298508,0.4865387096774193,0.029159748879810272,0.009032355886199514,0.1790594881694278
1.0,3,7,0.7086419057800497,0.6279806451612904,0.013075711612789767,0.006293634131152974,0.20410867572462008
1.0,4,6,0.7077178975291767,0.5775935483870966,0.011613859103561799,0.005745908120832545,0.20308867205732098
1.0,5,5,0.6951879595447601,0.5492270967741936,0.010807319502958464,0.005526670832663982,0.2013591750154157
1.0,6,4,0.7289860401044537,0.5397354838709677,0.009692132521397088,0.0044798393374253336,0.2043238557820987
1.0,7,3,0.6898171291647675,0.5329907834101382,0.009944737241824911,0.004231062720307359,0.1957708597257129
1.0,8,2,0.6931027064476114,0.5035975806451612,0.00834485064225048,0.00439956016386599,0.19398801130431315
1.0,9,1,0.6874603651148923,0.5153189964157706,0.008019078966870985,0.004207632379108811,0.1934750319838741
